RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
260,47780155,Davis,745,Spain,Male,76,6,243344.19,4,1,0,25076.8,0,1,5,GOLD,869
261,69343455,Anderson,843,Germany,Male,26,10,119473.61,1,0,0,69777.83,1,0,2,PLATINUM,886
262,16635040,Davis,634,Spain,Female,30,0,231502.11,4,0,1,126839.8,0,1,2,DIAMOND,312
263,86185964,Brown,768,Spain,Female,68,4,146656.86,2,1,0,62079.5,1,0,2,PLATINUM,953
264,22705782,Johnson,758,Germany,Female,48,3,157297.06,3,0,1,16761.08,1,0,5,DIAMOND,533
265,81488519,Hernandez,520,Germany,Female,50,1,167944.46,2,0,1,17042.43,0,1,1,SILVER,487
266,74515482,Martin,579,Spain,Female,31,8,8851.05,1,0,0,131985.38,1,1,2,GOLD,863
267,77131800,Anderson,770,Germany,Male,41,5,75573.15,1,1,0,22820.83,0,1,3,GOLD,31
268,54927862,Jackson,344,Spain,Female,80,2,216076.15,4,1,1,49650.77,0,0,1,GOLD,547
269,38867365,Rodriguez,839,Germany,Female,30,2,43202.41,4,0,1,198251.43,1,0,5,SILVER,459
270,71908376,Gonzalez,686,Germany,Male,55,7,82492.7,3,0,0,149979.69,1,0,4,DIAMOND,420
271,39295475,Martinez,684,France,Male,58,7,107492.04,1,1,1,48334.51,1,0,1,PLATINUM,701
272,94912055,Davis,708,Germany,Female,56,4,160258.97,3,0,0,30216.45,0,1,1,GOLD,321
273,47404871,Lopez,539,Spain,Female,96,2,214026.91,4,0,0,156483.06,0,0,5,SILVER,540
274,85593854,Miller,822,France,Male,64,4,171963.57,3,1,0,52032.26,0,1,2,SILVER,593
275,54110646,Garcia,723,France,Female,46,2,137145.35,1,0,0,146710.46,0,0,2,SILVER,451
276,71192576,Wilson,383,Spain,Female,81,1,87443.9,3,0,0,87101.39,1,0,2,PLATINUM,815
277,84634439,Moore,597,France,Male,99,10,125005.36,1,0,0,185648.62,0,1,4,DIAMOND,359
278,93747175,Martinez,776,Germany,Female,69,0,116364.24,3,0,1,6681.02,1,0,5,SILVER,605
279,61517602,Gonzalez,687,Spain,Female,28,10,104098.2,2,0,0,191521.86,0,0,1,PLATINUM,858
280,86540503,Smith,781,Spain,Male,30,2,123112.27,2,1,0,84540.88,0,1,1,SILVER,483
281,67988987,Martin,840,Germany,Male,74,6,137558.38,1,1,0,17705.49,1,0,1,DIAMOND,940
282,10522216,Taylor,698,Spain,Female,94,2,206900.42,1,0,0,145310.27,0,1,2,PLATINUM,8
283,95100895,Lopez,338,Germany,Male,76,5,2321.97,4,0,0,39244.39,1,0,5,PLATINUM,563
284,67587662,Smith,615,Germany,Male,41,0,152966.85,4,0,1,187081.01,1,1,5,PLATINUM,330
285,35302328,Thomas,430,France,Male,31,1,83974.52,3,1,0,59869.02,0,0,2,DIAMOND,733
286,60956819,Gonzalez,639,Spain,Female,68,3,29492.55,1,1,1,144195.17,1,1,4,GOLD,639
287,97310876,Anderson,418,France,Male,18,5,38741.17,3,0,1,160515.05,1,0,2,PLATINUM,112
288,16149907,Thomas,669,Spain,Male,63,7,97912.08,3,1,0,140262.48,1,1,1,DIAMOND,130
289,32186492,Thomas,516,Germany,Female,44,2,13634.55,1,1,1,50269.51,0,1,5,SILVER,741
290,97031572,Gonzalez,671,Germany,Male,81,1,68453.0,2,0,0,149022.19,1,0,2,DIAMOND,804
291,34716578,Rodriguez,695,Spain,Female,55,1,168489.14,1,1,1,64656.12,0,1,2,SILVER,185
292,19954916,Johnson,408,France,Male,76,4,188457.17,2,1,1,95853.72,1,0,4,SILVER,283
293,75385820,Williams,718,France,Male,21,0,10547.54,3,1,1,162938.65,0,1,2,SILVER,928
294,46840379,Rodriguez,782,Germany,Male,97,4,15255.71,2,1,1,91462.41,0,0,4,GOLD,733
295,98672080,Rodriguez,463,France,Female,89,7,139995.38,3,1,1,19084.2,0,0,3,GOLD,712
296,21439337,Wilson,830,Spain,Female,62,6,19078.72,3,0,0,106234.63,1,0,4,DIAMOND,823
297,88018194,Gonzalez,417,Germany,Male,42,8,55689.1,1,1,0,48498.69,1,0,2,SILVER,965
298,45408451,Thomas,444,France,Male,34,8,15906.51,2,0,0,125692.2,1,0,3,DIAMOND,857
299,42297857,Gonzalez,455,Germany,Male,43,6,197330.07,2,0,1,144768.69,1,0,5,DIAMOND,285
300,96573973,Anderson,731,Germany,Female,19,5,110929.58,3,0,0,188062.41,0,0,2,PLATINUM,868
301,68086872,Hernandez,636,France,Male,58,0,27227.96,4,0,0,25833.19,1,0,5,SILVER,715
302,38826934,Taylor,678,Spain,Male,55,6,129914.67,2,1,0,195298.59,0,1,2,DIAMOND,752
303,69934673,Johnson,782,Germany,Male,99,7,69468.01,2,1,0,112638.58,0,0,5,GOLD,643
304,67821460,Martin,505,Germany,Female,51,6,138014.89,4,1,1,184005.95,1,1,5,GOLD,564
305,69487710,Taylor,547,Germany,Female,43,1,165865.53,4,0,0,90561.26,0,1,2,DIAMOND,848
306,96810144,Wilson,441,Germany,Male,98,4,106923.19,3,1,1,150471.04,0,0,5,SILVER,257
307,40031771,Gonzalez,470,Spain,Female,98,7,50571.88,3,1,0,166380.98,1,0,4,GOLD,642
308,35529354,Garcia,727,Germany,Male,66,8,168876.34,3,0,0,59309.62,0,1,5,DIAMOND,617
309,60194398,Lopez,618,France,Female,22,3,188876.17,1,1,0,161544.27,0,1,2,SILVER,700
310,28016082,Garcia,382,Germany,Male,84,5,243008.71,3,1,0,38473.58,1,1,5,SILVER,707
311,87393094,Lopez,565,Germany,Female,65,10,5508.39,2,1,0,1178.06,0,1,2,GOLD,571
312,92665340,Williams,679,Spain,Male,23,7,207961.68,4,0,1,49871.03,0,1,3,DIAMOND,448
313,79942273,Jackson,653,Spain,Male,92,8,116301.04,3,1,0,170066.14,0,1,4,PLATINUM,972
314,37141595,Smith,663,France,Male,58,7,101840.74,4,1,1,69253.04,1,0,2,GOLD,127
315,64685870,Johnson,416,France,Female,53,9,98980.2,3,1,1,55270.34,0,1,1,GOLD,461
316,72071102,Hernandez,485,France,Female,69,9,60762.51,1,1,0,137709.72,0,0,3,GOLD,790
317,82003600,Jackson,301,Spain,Female,32,2,68521.37,2,1,0,80245.04,0,0,3,PLATINUM,863
318,98628799,Taylor,534,Germany,Male,29,7,143797.99,3,1,1,15759.32,1,1,2,PLATINUM,397
319,29909053,Anderson,554,France,Male,93,2,210839.83,3,1,1,184855.7,0,1,2,GOLD,845
320,34004385,Smith,397,Spain,Female,47,1,36435.17,4,0,1,116137.26,0,0,5,DIAMOND,564
321,16330792,Brown,463,France,Male,48,8,199297.87,4,1,0,94579.64,0,0,3,PLATINUM,44
322,93716348,Martinez,639,Spain,Female,61,2,151686.71,3,1,1,83391.98,1,0,5,PLATINUM,629
323,13944613,Martinez,365,Germany,Female,52,4,47822.39,4,0,1,21324.73,1,0,2,SILVER,82
324,90789693,Taylor,792,Spain,Male,36,4,12550.44,1,1,0,177122.84,0,1,2,SILVER,170
325,15183018,Thomas,538,Germany,Male,32,7,82229.05,1,0,1,65681.12,1,0,2,GOLD,501
326,47509761,Jones,719,Spain,Male,80,3,178063.31,1,0,1,47918.91,1,0,2,GOLD,701
327,35297777,Gonzalez,543,France,Female,19,8,124778.36,4,0,0,119125.9,0,1,1,GOLD,594
328,28527281,Miller,323,Germany,Male,35,4,164864.72,1,0,1,27920.29,0,0,1,PLATINUM,403
329,54565523,Lopez,417,Spain,Female,76,9,196918.08,4,0,0,185095.7,1,0,2,SILVER,157
330,73467708,Wilson,337,France,Male,19,5,181387.91,1,0,1,44537.38,0,1,3,SILVER,860
331,75447330,Martin,730,France,Male,80,3,183964.47,3,1,1,48018.7,0,1,2,GOLD,801
332,79874692,Hernandez,552,Germany,Male,23,6,42112.34,4,1,1,140565.82,1,1,2,DIAMOND,325
333,46781178,Taylor,803,France,Female,64,6,238789.27,2,0,1,57154.61,0,0,2,SILVER,892
334,44671533,Martinez,782,Spain,Female,27,1,61290.23,3,1,0,194561.23,0,0,2,SILVER,484
335,87858888,Thomas,502,Spain,Male,94,1,100590.71,2,1,1,67971.01,0,1,4,PLATINUM,334
336,70593483,Jones,687,Spain,Male,25,8,138690.91,4,1,1,126570.8,1,0,4,DIAMOND,846
337,12023589,Lopez,768,Germany,Male,89,10,57060.41,4,0,0,40474.89,0,1,4,GOLD,506
338,67583096,Anderson,662,France,Female,34,7,161943.67,4,0,1,132666.53,1,1,3,DIAMOND,851
339,98531245,Miller,542,France,Male,68,6,19604.69,4,0,0,157702.16,1,1,3,GOLD,340
340,92425884,Jackson,535,France,Female,29,10,241139.42,3,0,0,41254.59,1,1,1,SILVER,766
341,22597564,Garcia,839,Germany,Female,26,5,90220.77,2,1,1,3369.11,1,0,5,PLATINUM,932
342,23199260,Gonzalez,402,Spain,Male,94,7,200882.36,2,0,0,44996.33,0,0,1,GOLD,407
343,14548530,Hernandez,522,France,Male,70,3,126234.3,4,0,1,21473.35,1,1,2,DIAMOND,535
344,12941363,Johnson,357,France,Male,93,8,189576.74,1,1,1,45763.52,0,0,1,DIAMOND,345
345,32312880,Thomas,578,Spain,Female,55,7,118887.66,4,0,0,99874.39,0,1,5,SILVER,704
346,48416820,Gonzalez,482,Spain,Female,45,1,48815.07,3,0,0,64835.97,1,0,3,GOLD,306
347,94130676,Thomas,430,Germany,Female,43,8,9900.17,1,1,1,137387.02,1,0,4,PLATINUM,683
348,83702102,Taylor,393,France,Female,39,6,40579.39,2,0,1,56825.15,1,0,2,SILVER,648
349,33157673,Anderson,400,Spain,Female,19,2,146778.78,2,1,0,171772.73,1,1,4,PLATINUM,166
350,56707537,Martinez,825,Spain,Female,24,10,151751.63,1,1,1,93810.32,0,0,5,GOLD,511
351,26225557,Thomas,464,Germany,Female,68,1,178852.16,1,1,1,60292.34,0,0,2,PLATINUM,600
352,43349312,Martin,427,Spain,Male,18,6,91491.68,2,1,0,83335.12,1,0,2,SILVER,300
353,27901781,Jones,682,Spain,Female,46,1,83033.72,4,0,1,149080.93,0,1,4,DIAMOND,656
354,10542724,Miller,761,France,Female,71,4,164838.64,4,1,0,38864.16,0,0,1,SILVER,88
355,36846972,Thomas,711,France,Female,55,7,196960.81,1,0,0,40010.28,1,1,5,PLATINUM,298
356,63653706,Garcia,616,Germany,Male,42,7,20368.52,2,1,0,193800.06,0,0,2,SILVER,994
357,94200914,Johnson,554,Spain,Male,54,0,75094.69,4,1,0,178061.51,0,0,2,GOLD,306
358,68036561,Jones,759,Germany,Male,66,7,134829.28,2,0,0,183273.63,1,0,2,PLATINUM,999
359,72980971,Jackson,370,Germany,Female,82,1,133230.13,2,1,0,11035.64,0,0,5,GOLD,695
360,45666073,Davis,695,Germany,Male,80,1,172983.41,4,1,0,141228.0,0,0,4,GOLD,502
361,80145807,Johnson,764,Spain,Female,18,8,180930.65,2,1,1,15256.93,0,1,5,PLATINUM,28
362,76567531,Moore,516,France,Female,84,4,77371.82,4,0,1,93134.67,0,0,2,SILVER,404
363,35409292,Davis,795,Spain,Male,94,6,166929.02,1,1,0,143232.19,0,1,2,SILVER,292
364,50146305,Davis,497,France,Female,95,4,56772.33,1,1,0,32248.28,0,1,2,GOLD,341
365,12806716,Brown,411,Spain,Male,36,7,93983.14,2,0,1,50255.79,1,0,3,SILVER,343
366,86782706,Garcia,578,France,Male,77,5,228869.49,4,1,0,66752.31,1,1,5,GOLD,100
367,16824169,Lopez,483,France,Female,65,3,20877.84,2,0,0,142445.82,0,1,2,SILVER,16
368,79901373,Martin,449,France,Male,57,6,138080.16,1,0,1,197664.32,1,0,5,SILVER,600
369,54269548,Miller,349,France,Male,92,8,237847.66,4,1,1,47258.38,1,0,4,GOLD,278
370,86779930,Garcia,548,France,Female,32,6,24225.62,3,0,1,96425.17,1,0,2,SILVER,269
371,30582890,Gonzalez,403,Germany,Female,57,7,154433.59,2,0,1,62804.29,1,0,4,GOLD,890
372,40030186,Gonzalez,668,Spain,Male,44,9,143896.77,1,1,0,95362.6,1,1,4,GOLD,940
373,85561064,Williams,577,Germany,Male,49,8,210972.4,1,1,1,77910.95,1,1,2,SILVER,139
374,72077037,Hernandez,701,France,Male,36,0,208601.48,4,0,0,183006.92,1,0,2,PLATINUM,431
375,28646911,Jones,527,France,Male,64,4,189432.19,1,0,1,22606.27,1,1,2,SILVER,905
376,17410070,Johnson,592,Spain,Female,28,10,35959.69,3,0,0,28166.53,1,0,2,DIAMOND,444
377,80245011,Wilson,777,Spain,Male,85,4,142513.47,4,0,1,188292.04,1,0,4,SILVER,891
378,64625500,Miller,309,Germany,Female,60,1,186168.08,2,0,0,77978.74,1,0,2,SILVER,716
379,75556226,Thomas,590,Spain,Male,43,1,21776.55,3,1,1,31511.61,1,1,2,DIAMOND,769
380,88708949,Taylor,623,France,Male,22,5,16204.3,2,0,1,179575.72,0,1,3,PLATINUM,838
381,46235557,Johnson,784,Germany,Male,78,3,185813.29,1,0,0,60046.14,1,0,1,GOLD,657
382,42949976,Williams,718,Germany,Male,82,2,155383.5,4,1,0,162203.06,0,0,2,GOLD,821
383,64269472,Rodriguez,695,Spain,Male,96,6,189674.67,3,0,0,135856.88,0,0,5,PLATINUM,563
384,45081680,Miller,793,Spain,Male,82,10,18295.49,2,0,0,170323.71,1,1,2,PLATINUM,797
385,53058815,Lopez,666,France,Female,25,0,154672.89,2,1,1,19978.64,1,1,4,DIAMOND,266
386,17682008,Anderson,641,Spain,Female,31,4,87377.5,3,1,1,53677.83,0,1,5,DIAMOND,36
387,91614693,Hernandez,552,France,Male,29,7,93821.94,4,0,1,30342.78,0,0,4,SILVER,815
388,17699065,Williams,774,Spain,Male,30,4,121897.63,2,1,0,119126.26,1,1,3,GOLD,456
389,79551260,Smith,570,Spain,Male,69,7,26816.11,2,1,1,184423.46,1,0,3,SILVER,64
390,99501316,Jackson,389,France,Male,37,1,217842.73,3,1,0,46339.6,1,0,4,PLATINUM,500
391,76157691,Smith,568,Spain,Female,27,4,244576.19,2,0,1,195153.1,0,0,4,DIAMOND,228
392,26052076,Garcia,669,Spain,Female,56,4,204515.01,1,1,1,11775.71,0,0,1,DIAMOND,379
393,57689273,Thomas,555,Spain,Male,46,6,190657.97,3,1,0,45657.72,0,0,1,GOLD,251
394,47673775,Gonzalez,414,France,Male,33,2,123232.86,2,1,1,149607.44,0,0,4,PLATINUM,386
395,44702209,Wilson,717,Germany,Female,59,9,58382.95,2,1,1,133832.06,1,0,2,PLATINUM,411
396,75413251,Rodriguez,701,France,Male,53,1,6495.38,4,1,1,61715.73,1,1,2,DIAMOND,703
397,13209327,Williams,532,Spain,Male,65,0,223975.28,1,0,1,142146.4,0,0,2,SILVER,903
398,88645977,Lopez,381,Germany,Female,73,2,117740.89,2,0,0,39172.84,1,0,1,SILVER,304
399,85417122,Garcia,346,Germany,Female,38,10,62421.13,3,1,1,256.18,0,0,4,PLATINUM,290
400,30657540,Lopez,375,Germany,Female,46,2,10496.58,2,0,1,165871.12,1,1,2,PLATINUM,520
401,13361876,Miller,407,France,Male,21,0,191062.49,2,0,0,161009.59,1,1,2,GOLD,761
402,16323939,Gonzalez,625,Germany,Male,71,0,191882.48,4,0,0,197538.49,1,0,5,SILVER,362
403,35693649,Brown,789,France,Female,78,3,20805.76,2,0,0,184055.91,1,1,1,DIAMOND,495
404,30769136,Garcia,795,Spain,Female,85,7,215100.26,4,1,0,160071.12,0,0,4,GOLD,191
405,52827432,Jackson,777,Spain,Male,57,2,59518.54,3,0,0,16517.78,0,0,2,PLATINUM,226
406,85541506,Jackson,707,France,Male,89,9,73291.66,2,0,0,108115.12,0,1,2,GOLD,625
407,30416518,Moore,837,France,Female,100,6,213050.24,1,1,0,137254.26,0,0,3,GOLD,343
408,87668788,Garcia,840,France,Male,57,4,159875.97,2,0,0,56967.87,0,0,4,DIAMOND,531
409,70857073,Anderson,605,Spain,Male,66,5,121227.92,2,1,0,14629.31,0,0,2,DIAMOND,644
410,99881421,Martinez,387,Spain,Female,41,3,110884.17,1,0,1,58424.29,0,0,1,PLATINUM,809
411,43425155,Davis,584,Spain,Female,29,4,111457.7,1,1,0,85816.59,0,0,5,SILVER,421
412,13903840,Gonzalez,419,France,Male,29,8,100649.53,4,0,1,161983.88,1,0,4,SILVER,753
413,75947559,Davis,667,Spain,Female,28,2,227882.63,3,1,0,136263.13,1,1,5,GOLD,191
414,50109665,Anderson,498,France,Male,61,10,48248.31,2,1,0,124234.15,1,1,4,GOLD,268
415,50549716,Garcia,340,France,Male,71,1,116167.29,2,0,0,102787.18,0,1,4,GOLD,461
416,12429714,Moore,689,France,Male,39,5,186389.09,1,1,0,152530.09,1,1,5,PLATINUM,209
417,59123313,Thomas,364,Germany,Male,39,10,78494.06,1,0,0,41476.22,0,1,5,DIAMOND,384
418,69637253,Garcia,373,Germany,Female,47,7,16161.11,4,1,1,186872.78,0,0,4,GOLD,458
419,46122658,Garcia,588,France,Male,43,5,84947.79,4,1,1,3409.18,0,1,3,PLATINUM,295
420,89250786,Martinez,675,France,Female,60,4,191511.17,1,0,0,72028.29,1,0,5,SILVER,716
421,90258908,Rodriguez,414,Germany,Female,63,9,51640.46,3,1,0,137329.87,0,1,2,GOLD,316
422,50796940,Thomas,509,Germany,Male,82,0,100026.54,3,1,1,32604.33,1,1,3,DIAMOND,574
423,27565208,Martinez,455,Germany,Male,80,9,221818.42,2,0,1,55318.03,0,0,2,GOLD,655
424,93973669,Smith,763,Spain,Male,70,10,221007.06,4,0,1,185414.64,0,1,5,PLATINUM,958
425,18297861,Davis,610,Germany,Male,66,3,242098.79,1,0,0,160378.44,1,1,1,SILVER,851
426,71164155,Johnson,477,Spain,Female,23,3,25148.19,3,1,0,58639.62,1,1,2,SILVER,621
427,99215030,Wilson,512,Spain,Female,67,7,35761.23,3,1,0,87971.95,1,0,5,PLATINUM,166
428,86291195,Lopez,329,Spain,Female,49,4,83845.23,1,1,0,169037.53,0,0,4,GOLD,946
429,38258524,Davis,680,Germany,Male,48,6,235469.11,3,0,0,110711.68,0,1,2,GOLD,818
430,89387830,Williams,603,France,Female,64,1,230983.66,1,1,0,163972.09,1,0,4,SILVER,812
431,31748713,Jones,537,France,Male,85,3,184553.96,4,1,1,98060.54,1,0,2,GOLD,478
432,33425990,Miller,394,Spain,Male,31,5,137550.39,2,1,0,146719.26,1,0,2,SILVER,554
433,90311567,Anderson,506,France,Female,91,1,17857.77,2,0,0,197427.19,1,0,1,SILVER,611
434,26250917,Anderson,500,France,Female,57,4,182699.7,4,1,0,19328.07,0,1,2,SILVER,960
435,40551590,Moore,778,France,Male,49,1,124999.84,2,1,1,99448.74,0,0,4,SILVER,138
436,10682957,Anderson,334,Germany,Male,55,8,46641.69,4,1,1,124358.74,0,1,3,SILVER,758
437,99966603,Jones,668,Spain,Male,18,0,209405.9,2,1,0,85567.05,1,1,2,DIAMOND,828
438,46667569,Martin,662,France,Male,94,9,175104.9,1,0,1,78902.38,0,1,4,SILVER,157
439,31591526,Davis,748,Germany,Female,87,6,2833.54,4,1,0,8047.2,0,1,2,SILVER,784
440,25318961,Miller,506,France,Male,72,5,148318.6,3,0,0,115429.45,0,0,5,DIAMOND,379
441,42096641,Thomas,480,Spain,Male,67,5,153786.18,4,0,1,190494.64,0,0,3,PLATINUM,923
442,81957024,Anderson,619,Spain,Female,91,5,56588.03,3,0,0,151791.02,0,1,5,SILVER,296
443,77685142,Garcia,444,France,Female,41,3,53394.14,4,1,1,2826.42,0,1,1,SILVER,409
444,53111081,Miller,501,Germany,Male,34,4,43888.25,4,0,1,62378.59,1,1,1,DIAMOND,629
445,12634625,Moore,780,Spain,Male,34,8,236640.3,4,1,1,54604.41,0,0,3,GOLD,120
446,87764079,Hernandez,685,Spain,Male,70,4,114694.88,4,0,1,52659.42,1,1,5,SILVER,342
447,51436636,Johnson,531,France,Male,85,5,55070.63,1,1,0,87463.74,0,0,3,SILVER,27
448,88186679,Taylor,774,Germany,Male,63,6,137846.46,4,0,1,90600.93,1,0,2,GOLD,227
449,41591826,Williams,518,Spain,Male,94,4,162026.94,4,0,0,38796.51,1,0,2,SILVER,93
450,55451833,Gonzalez,385,Spain,Male,37,8,50967.03,1,0,1,44519.16,0,0,1,DIAMOND,497
451,28257099,Moore,701,Spain,Female,83,7,36869.22,4,0,0,113727.6,1,1,3,SILVER,934
452,89290091,Jones,486,Spain,Male,37,9,119999.46,4,1,0,20135.64,1,1,5,DIAMOND,829
453,29627202,Rodriguez,564,France,Male,57,7,220839.59,1,1,0,57034.72,0,0,5,GOLD,584
454,30958248,Gonzalez,577,Germany,Female,48,5,134383.9,3,1,0,31309.43,0,1,2,PLATINUM,105
455,75144929,Garcia,632,France,Male,38,7,9307.68,2,1,0,38413.33,0,1,1,PLATINUM,160
456,14705281,Taylor,663,France,Male,61,5,104826.61,1,0,1,65871.13,1,1,3,PLATINUM,327
457,16001232,Rodriguez,392,France,Female,23,1,84280.69,3,0,1,190430.21,1,1,5,SILVER,466
458,26415533,Miller,811,France,Female,58,3,124516.32,4,1,1,2802.71,0,1,1,GOLD,790
459,41511102,Thomas,812,France,Female,57,8,104376.66,3,0,1,111425.97,0,0,5,GOLD,536
460,90120826,Thomas,486,Germany,Male,85,6,94618.56,1,1,1,163981.68,1,1,5,GOLD,979
461,10947568,Wilson,346,France,Female,29,7,185437.6,1,0,1,112488.12,1,1,4,SILVER,128
462,16991275,Moore,587,Germany,Male,46,5,152835.64,1,1,1,52455.66,0,0,5,DIAMOND,223
463,59950675,Lopez,525,Spain,Male,32,2,158571.14,2,1,0,104625.24,1,1,1,SILVER,641
464,26721595,Lopez,418,Germany,Male,74,2,119402.5,4,1,1,169578.1,0,1,2,GOLD,269
465,40373011,Thomas,487,Spain,Male,80,0,23694.92,4,0,0,188034.58,0,1,5,DIAMOND,450
466,82935160,Garcia,802,Germany,Female,68,2,65743.9,2,0,1,178212.02,0,1,5,GOLD,556
467,86778574,Garcia,615,Spain,Male,34,8,243844.21,2,1,0,178544.24,0,1,5,PLATINUM,504
468,59149917,Johnson,796,Germany,Female,21,2,38745.04,1,0,0,37260.65,0,1,2,DIAMOND,501
469,55098219,Jackson,433,Germany,Male,32,0,129371.33,3,0,1,14659.8,0,1,1,GOLD,134
470,65272845,Williams,755,France,Female,82,1,159936.38,4,1,1,50923.0,0,1,1,PLATINUM,244
471,55185563,Martinez,714,Spain,Male,49,4,225858.9,3,0,1,75335.42,1,0,4,PLATINUM,851
472,98858347,Johnson,653,France,Female,90,5,152240.78,2,1,1,15496.13,1,1,1,DIAMOND,35
473,17586054,Rodriguez,839,France,Female,22,2,54564.83,3,1,0,62003.36,0,0,5,PLATINUM,282
474,73893447,Martin,454,Germany,Male,29,3,41428.4,3,1,1,77505.66,1,0,1,PLATINUM,660
475,67120409,Rodriguez,368,France,Female,62,8,209625.41,4,1,1,74229.68,0,1,1,SILVER,550
476,29191103,Brown,740,Germany,Female,82,10,214707.89,3,0,1,175237.3,1,0,4,SILVER,126
477,80815568,Hernandez,757,Germany,Male,57,6,123803.77,3,0,1,48952.51,1,1,3,DIAMOND,516
478,43124757,Martinez,532,Spain,Male,56,6,137047.26,4,1,1,146280.01,1,1,2,PLATINUM,555
479,50996081,Davis,327,Spain,Male,31,0,22333.84,1,0,1,139031.85,1,1,2,PLATINUM,279
480,23871589,Jones,616,France,Male,23,6,240455.88,3,1,1,5378.99,1,0,5,SILVER,961
481,90906004,Johnson,412,France,Male,77,8,233156.79,1,0,1,23700.85,1,1,5,SILVER,182
482,79403460,Brown,319,Spain,Female,88,6,13244.62,4,0,0,1154.53,0,1,2,DIAMOND,603
483,71334323,Anderson,542,Germany,Female,67,3,116915.81,4,1,1,2233.58,0,1,3,DIAMOND,722
484,96458823,Jones,560,Spain,Male,53,6,179253.96,2,0,0,125872.8,0,0,1,PLATINUM,188
485,51155371,Moore,841,Germany,Male,85,1,94020.3,3,1,0,70721.63,0,0,3,DIAMOND,115
486,92958973,Davis,796,France,Male,78,6,241562.4,1,0,1,190885.65,0,0,4,SILVER,420
487,25100830,Johnson,355,Germany,Male,62,1,53734.41,3,1,0,196863.07,1,1,3,PLATINUM,369
488,42978204,Rodriguez,669,France,Female,88,0,227200.07,2,1,0,193927.57,0,0,5,GOLD,451
489,90594129,Martinez,760,France,Male,90,2,147069.39,3,0,0,166710.91,1,1,1,PLATINUM,542
490,70614379,Martin,501,France,Male,69,9,189543.23,4,0,1,38685.68,0,1,4,DIAMOND,746
491,30454719,Wilson,402,France,Male,54,0,133974.91,1,0,0,177903.71,1,0,3,GOLD,568
492,61313559,Anderson,368,France,Female,79,5,153159.29,1,1,0,130797.18,0,1,1,GOLD,986
493,29358884,Gonzalez,341,France,Female,46,0,194542.9,3,0,1,100206.75,0,1,2,DIAMOND,948
494,70727178,Davis,693,France,Male,47,0,131138.11,3,0,1,190144.06,0,0,1,SILVER,209
495,43956662,Hernandez,407,France,Female,64,2,158834.29,2,0,1,157196.68,0,0,4,PLATINUM,974
496,58970084,Brown,740,France,Male,78,4,225314.35,1,0,1,162525.06,0,0,1,DIAMOND,251
497,15952657,Moore,578,Spain,Male,62,9,23393.69,2,0,0,136754.29,1,1,1,SILVER,899
498,82659928,Anderson,690,France,Female,96,2,146402.13,1,0,0,60364.75,1,0,5,DIAMOND,250
499,14944875,Wilson,602,France,Female,94,1,2756.25,4,0,1,72537.96,0,1,3,PLATINUM,521
500,30145352,Williams,745,Spain,Male,88,0,195226.04,3,0,0,118087.98,1,1,2,GOLD,850
501,43565006,Rodriguez,576,Germany,Female,62,1,31020.84,3,0,0,11443.14,1,0,4,GOLD,10
502,68572644,Anderson,633,France,Female,78,0,71330.63,2,0,0,42598.34,1,1,2,DIAMOND,364
503,36057272,Smith,329,France,Male,79,10,48308.87,3,1,0,119840.16,1,1,1,GOLD,678
504,35729387,Lopez,525,France,Female,19,9,108345.16,3,1,0,147185.31,1,0,4,SILVER,791
505,93416936,Johnson,788,Germany,Male,36,0,25135.12,4,0,0,135555.45,1,1,3,GOLD,972
506,48107541,Thomas,453,Spain,Male,87,8,201755.88,2,0,0,115311.17,0,0,4,PLATINUM,993
507,30569046,Gonzalez,763,Germany,Male,57,5,92835.81,3,1,0,144813.77,0,1,1,PLATINUM,867
508,24416355,Williams,494,Germany,Male,42,1,206216.5,3,1,1,113054.62,1,0,3,DIAMOND,305
509,52112186,Taylor,765,France,Female,73,1,115029.36,4,1,1,81543.87,1,0,1,SILVER,666
510,40010104,Martinez,651,Spain,Male,49,0,101615.32,2,0,0,183979.4,0,0,4,GOLD,411
511,44262910,Wilson,722,Spain,Female,84,6,139497.15,3,1,0,140983.46,1,1,4,DIAMOND,776
512,37324104,Thomas,783,Spain,Male,50,2,246434.6,4,0,0,26154.99,1,1,4,DIAMOND,560
513,19372395,Gonzalez,529,Germany,Female,49,4,206391.37,1,0,1,199404.47,1,0,2,DIAMOND,673
514,24427556,Thomas,592,Spain,Female,43,0,179507.5,4,1,0,30256.27,0,0,4,GOLD,396
515,36413933,Taylor,566,Germany,Male,90,3,225123.25,4,0,1,59841.41,1,0,2,PLATINUM,938
516,76052816,Johnson,339,France,Male,50,2,118932.78,2,1,0,80045.44,0,0,3,PLATINUM,139
517,50727419,Hernandez,453,Germany,Female,53,8,87382.27,2,1,1,84134.7,0,1,1,SILVER,853
518,58861198,Jones,444,France,Female,56,0,22528.7,4,1,1,38823.12,1,0,2,PLATINUM,747
519,58542282,Miller,367,Spain,Female,91,0,18682.98,1,1,1,95575.3,0,0,1,GOLD,71
520,23456341,Martin,325,Germany,Male,60,8,222625.14,2,1,0,115359.33,0,1,2,DIAMOND,799
